"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"81","Good morning! The Alterna Bank team is now online. Tweet or DM us with any Qs..Farhaan",FALSE,0,NA,2017-06-29 12:09:53,FALSE,NA,"880397912139857920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AlternaBank",0,FALSE,FALSE,NA,NA
"82","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 12:09:22,FALSE,NA,"880397778710663168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaksGoodwinS",857,TRUE,FALSE,NA,NA
"83","Year 6 are getting ready to play Billopoly to help us understand bank accounts, household spending and budgeting.… https://t.co/RpvSghztpS",FALSE,1,NA,2017-06-29 12:08:46,TRUE,NA,"880397630693670912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KnelstonPrimary",0,FALSE,FALSE,NA,NA
"84","@DOBrienAJC he's laughing all the way to the bank.  At 44, He retired in the preseason..just didn't notify us.  #suckers",FALSE,0,"DOBrienAJC",2017-06-29 12:08:12,FALSE,"880281986484404224","880397486908723200","80643046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tokane14",0,FALSE,FALSE,NA,NA
"85","@koolmumuk @SarahBarron85 @Rachael_Swindon Hi Koolmum, we were left in financial debt by the failure of sub prime m… https://t.co/ECxX0BGNCl",FALSE,0,"koolmumuk",2017-06-29 12:07:48,TRUE,"880385481099411456","880397384748064769","478855042","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lord_Jareth",0,FALSE,FALSE,NA,NA
"86","Can you recommend anyone for this #job? Business Systems Specialist - https://t.co/eIA2tyfwai #Finance #lexington, SC #Hiring #CareerArc",FALSE,0,NA,2017-06-29 12:07:12,FALSE,NA,"880397234910543872",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_cae_finance",0,FALSE,FALSE,"-81.1547614","34.0154554"
"87","White House accused of blocking information on bank's Trump-Russia links https://t.co/3ILVBYPRHt https://t.co/or68K1CVIe",FALSE,0,NA,2017-06-29 12:07:03,FALSE,NA,"880397197585649664",NA,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>","Brianbr13",0,FALSE,FALSE,NA,NA
"88","RT @Reuters: Lawsuit over Deutsche Bank's Russia trades dismissed: U.S. judge https://t.co/nWuB4mweSa https://t.co/fPEiHO9U7H",FALSE,0,NA,2017-06-29 12:06:48,FALSE,NA,"880397135128276994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Liberal_Lisa",66,TRUE,FALSE,NA,NA
"89","RT @FinastraFS: We're pleased to announce that IFIC #Bank has chosen us to support its #growth drive with #FusionBanking Essence https://t.…",FALSE,0,NA,2017-06-29 12:06:25,FALSE,NA,"880397037660905474",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gokul_p_nair",2,TRUE,FALSE,NA,NA
"90","We're #hiring! Read about our latest #job opening here: Agile Program Director - https://t.co/yzKyhwQStJ #ProjectMgmt #falmouth, ME",FALSE,0,NA,2017-06-29 12:06:14,FALSE,NA,"880396992081309696",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_mep_itpm",0,FALSE,FALSE,"-70.2992026","43.7337866"
"91","We're #hiring! Read about our latest #job opening here: Store Manager II - https://t.co/qYr9hbav6G #Banking #weymouth, MA #CareerArc",FALSE,0,NA,2017-06-29 12:06:10,FALSE,NA,"880396976054980610",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_bos_banking",0,FALSE,FALSE,"-70.9547307","42.1799714"
"92","RT @Vikings: Thanks for the visit today, @JimmyButler! 

Hope to see you at a game this season. 

<ed><U+00A0><U+00BD><ed><U+00B3><U+00B7>: https://t.co/q1GPGJItl5 https://t.co/n…",FALSE,0,NA,2017-06-29 12:05:37,FALSE,NA,"880396836758069249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vmontoya666",85,TRUE,FALSE,NA,NA
"93","Want to work in #brattleboro, VT? View our latest opening: https://t.co/g8xYDBF13b #CustomerService #Job #Jobs #Hiring #CareerArc",FALSE,0,NA,2017-06-29 12:05:17,FALSE,NA,"880396754608300032",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_maw_cstsrv",0,FALSE,FALSE,"-72.558843","42.8551521"
"94","Next phase: ECB's Draghi calls for global central bank policy alignment https://t.co/yx1M0qDROu, this is why they are all hawks?",FALSE,0,NA,2017-06-29 12:05:10,FALSE,NA,"880396722769469440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AlanFournier",0,FALSE,FALSE,NA,NA
"95","RT @IBM: Consortium of 7 European banks select IBM to build and host Digital Trade Chain #blockchain solution: https://t.co/mF2ECiusG5 #IBM…",FALSE,0,NA,2017-06-29 12:05:03,FALSE,NA,"880396694080421888",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","kingofpayments",231,TRUE,FALSE,NA,NA
"96","If you're looking for work in #greenville, SC, check out this #job: https://t.co/X7W29vZsTd #CustomerService #Hiring #CareerArc",FALSE,0,NA,2017-06-29 12:04:15,FALSE,NA,"880396490904031232",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_grn_cstsrv",0,FALSE,FALSE,"-82.390718","34.822919"
"97","#RedmondORjobs #ORjobs #jobs SBA Micro Lender - BANK OF THE CASCADES - Bend, OR see<U+2794> https://t.co/FomY4hVinE",FALSE,0,NA,2017-06-29 12:04:12,FALSE,NA,"880396480187707398",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","BendJobsWork",0,FALSE,FALSE,NA,NA
"98","WE ACCEPT CARDS! 
So no need to fuss around with cash, or smash your piggy bank open!
park with us! https://t.co/AwBDFmQaq6",FALSE,0,NA,2017-06-29 12:04:03,FALSE,NA,"880396442518642688",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","stephensonQCP",0,FALSE,FALSE,NA,NA
"99","RT @sanjaynirupam: Join us on 4th July at 3 pm over #TweetMorcha 
Tweet to PM Modi @narendramodi &amp; get ur complaint registered against Bank…",FALSE,0,NA,2017-06-29 12:03:16,FALSE,NA,"880396245126176769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drzafirquazi",72,TRUE,FALSE,NA,NA
"100","Want to work at TD Bank US? We're #hiring in #jacksonville, FL! Click for details: https://t.co/0u2AnoLMn4 #BusinessMgmt #Job #Jobs",FALSE,0,NA,2017-06-29 12:03:14,FALSE,NA,"880396236276211712",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_jax_mgmt",0,FALSE,FALSE,"-81.5550246","30.2611321"
"101","RT @gaurangmorjaria: Govt on our behalf socialises Pvt Bank's Toxic debts, gives more for them to lend it back to us,charge interest &amp; cut…",FALSE,0,NA,2017-06-29 12:02:45,FALSE,NA,"880396114595328002",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AdamCli",15,TRUE,FALSE,NA,NA
"102","RT @fivestarbank: Call us or stop by to learn how Five Star Bank will work to help you to achieve your goals. 

Hours + Location: https://t…",FALSE,0,NA,2017-06-29 12:02:26,FALSE,NA,"880396037147328512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kirkellisjr",1,TRUE,FALSE,NA,NA
"103","Join the TD Bank US team! See our latest #job opening here: https://t.co/RpnUqTryaz #Banking #fallschurch, VA #Hiring #CareerArc",FALSE,0,NA,2017-06-29 12:02:14,FALSE,NA,"880395987142942720",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_VAA_banking",0,FALSE,FALSE,"-77.1478933","38.8695501"
"104","RT @Reliance_MF: Watch on #Periscope: Mr. Sameer Desai, National Lead-ETF Sales joins us LIVE to discuss ETF &amp; Reliance ETF Bank BeES https…",FALSE,0,NA,2017-06-29 12:01:07,FALSE,NA,"880395703582834688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","PassivefundsIn",1057,TRUE,FALSE,NA,NA
"105","@CMOKerala pls ensure the existing rank lists to be carry forwarded to Kerala Bank . Around 6000 of us having a final chance",FALSE,2,"CMOKerala",2017-06-29 12:01:02,FALSE,"880394293864579073","880395685048090624","737583593245937664","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","comradearjun",0,FALSE,FALSE,NA,NA
"106","People who use https://t.co/rxuNdULhYq trust our bias for convenience. Making tasty meals is never stressful when y… https://t.co/MqOlqI6RMK",FALSE,0,NA,2017-06-29 12:00:55,TRUE,NA,"880395653632929792",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","mobilecoldroom",1,FALSE,FALSE,NA,NA
"107","World Bank launches 'pandemic bond' to tackle major outbreaks https://t.co/ckBSFTOEDl via @Reuters",FALSE,0,NA,2017-06-29 12:00:42,FALSE,NA,"880395600742817792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","caterinascoglio",0,FALSE,FALSE,NA,NA
"108","Government and Bank Websites Flunk New Security and Privacy Test https://t.co/9CLdrPVo2y",FALSE,0,NA,2017-06-29 12:00:35,FALSE,NA,"880395569851752448",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","choicesoftware",0,FALSE,FALSE,NA,NA
"109","If you're looking for work in #mountlaurel, NJ, check out this #job: https://t.co/AXeb2XhQy3 #ProjectMgmt #Hiring #CareerArc",FALSE,0,NA,2017-06-29 12:00:35,FALSE,NA,"880395569012785154",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_phl_itpm",0,FALSE,FALSE,"-74.9541999","39.9236288"
"110","We're pleased to announce that IFIC #Bank has chosen us to support its #growth drive with #FusionBanking Essence… https://t.co/re5itmagUu",FALSE,2,NA,2017-06-29 12:00:34,TRUE,NA,"880395566848651265",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","FinastraFS",2,FALSE,FALSE,NA,NA
"111","RT @gaurangmorjaria: Govt on our behalf socialises Pvt Bank's Toxic debts, gives more for them to lend it back to us,charge interest &amp; cut…",FALSE,0,NA,2017-06-29 12:00:17,FALSE,NA,"880395494253617156",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gaurangmorjaria",15,TRUE,FALSE,NA,NA
"112","@ms_tendy @imabee005 stop exposing us.. mxm.. what your bank account?",FALSE,0,"ms_tendy",2017-06-29 12:00:04,FALSE,"880386968659558400","880395438586724352","1351654596","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","swordinc",0,FALSE,FALSE,NA,NA
"113","RT @msgpahujaa: Why are bank charges wrong!
Know how Banks are fleecing us.
@suchetadalal &amp; @sanjaynirupam will tell you how.
Join them on…",FALSE,0,NA,2017-06-29 11:58:08,FALSE,NA,"880394953360384004",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","santoshetti",33,TRUE,FALSE,NA,NA
"114","RT @Vikings: Thanks for the visit today, @JimmyButler! 

Hope to see you at a game this season. 

<ed><U+00A0><U+00BD><ed><U+00B3><U+00B7>: https://t.co/q1GPGJItl5 https://t.co/n…",FALSE,0,NA,2017-06-29 11:57:22,FALSE,NA,"880394762163019777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamchettabob",85,TRUE,FALSE,NA,NA
"115","We're #hiring! Read about our latest #job opening here: Business Systems Specialist - https://t.co/YUbTI5LM6F #Finance #greenville, SC",FALSE,0,NA,2017-06-29 11:57:14,FALSE,NA,"880394728209920000",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_grn_finance",0,FALSE,FALSE,"-82.390718","34.822919"
"116","RT @msgpahujaa: Why are bank charges wrong!
Know how Banks are fleecing us.
@suchetadalal &amp; @sanjaynirupam will tell you how.
Join them on…",FALSE,0,NA,2017-06-29 11:56:56,FALSE,NA,"880394653056602112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zroattitude",33,TRUE,FALSE,NA,NA
"117","This #job might be a great fit for you: Financial Services Representative I - Ocean Atrium - https://t.co/GQpVLQNvJJ #Sales #tomsriver, NJ",FALSE,0,NA,2017-06-29 11:54:14,FALSE,NA,"880393970429214721",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_phl_sales",0,FALSE,FALSE,"-74.2381691","39.9710231"
"118","@66horseshoe4u yes like the bank, market, delivery eggs and farmers market!<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Hi Lisa don't forget to show us your glow today<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB>",FALSE,1,"66horseshoe4u",2017-06-29 11:54:11,FALSE,"880380745688256513","880393960321056768","722326494589153280","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BallstonGarden",0,FALSE,FALSE,NA,NA
"119","Interested in a #job in #hyannis, MA? This could be a great fit: https://t.co/6RuyLzX4a3 #Banking #Hiring #CareerArc",FALSE,0,NA,2017-06-29 11:53:16,FALSE,NA,"880393728317243392",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_MA_banking",0,FALSE,FALSE,"-70.2955096","41.6641975"
"120","This #job might be a great fit for you: Assistant Store Manager- Denovo - https://t.co/phQu6OIDxf #Banking #McLean, VA #Hiring #CareerArc",FALSE,0,NA,2017-06-29 11:52:15,FALSE,NA,"880393472988991488",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_VAV_banking",0,FALSE,FALSE,"-77.1772604","38.9338676"
"121","Can you recommend anyone for this #job? Business Systems Specialist - https://t.co/mYGC0oYafP #Finance #wilmington, DE #Hiring #CareerArc",FALSE,0,NA,2017-06-29 11:52:12,FALSE,NA,"880393459273617409",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_wde_finance",0,FALSE,FALSE,NA,NA
"122","Can you recommend anyone for this #job? Payment Ops Specialist II, ME - https://t.co/Q8npVS2Srs #Underwriting #lewiston, ME #Hiring",FALSE,0,NA,2017-06-29 11:50:13,FALSE,NA,"880392962152177664",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_mep_finance",0,FALSE,FALSE,"-70.218837","44.094043"
"123","Join the TD Bank US team! See our latest #job opening here: https://t.co/Aj1yTJWFeo #Banking #mountlaurel, NJ #Hiring #CareerArc",FALSE,1,NA,2017-06-29 11:50:12,FALSE,NA,"880392955151892480",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_phl_banking",0,FALSE,FALSE,"-74.9541999","39.9236288"
"124","Want to work in #mountlaurel, NJ? View our latest opening: https://t.co/fYXAMNRsDz #Finance #Job #Jobs #Hiring #CareerArc",FALSE,0,NA,2017-06-29 11:50:11,FALSE,NA,"880392954052886528",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_phl_finance",0,FALSE,FALSE,"-74.9541999","39.9236288"
"125","RT @DownbytheBank: Subscribe on iTunes! #Jaguars https://t.co/ZWZpm3rdso",FALSE,0,NA,2017-06-29 11:49:49,FALSE,NA,"880392861761638400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThaDRoc",4,TRUE,FALSE,NA,NA
"126","RT @Chris_Skinner: It's actually 43% of US bank's core systems are written in COBOL! https://t.co/rMkCff6FxC",FALSE,0,NA,2017-06-29 11:47:15,FALSE,NA,"880392215650062338",NA,"<a href=""https://www.blockspring.com"" rel=""nofollow"">Blockspring Official</a>","ParisFinForum",15,TRUE,FALSE,NA,NA
"127","RT @AdEx_Network: US bank executives are cautiously optimistic about blockchain technology integration. 

https://t.co/RPQkqmot9s

#blockch…",FALSE,0,NA,2017-06-29 11:46:55,FALSE,NA,"880392131298197504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","irka_yamie",857,TRUE,FALSE,NA,NA
"128","Financial Services: Our Take on US Tax Reform and Bank Deregulation https://t.co/6ishdZp9Lz",FALSE,0,NA,2017-06-29 11:45:59,FALSE,NA,"880391897432420352",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","debtclearuk",0,FALSE,FALSE,NA,NA
"129","RT @Chris_Whittall: Good week for banks in Europe and US. Italy bank bailout, steeper yield curve, Fed Stress tests. Stoxx 600 banks index…",FALSE,0,NA,2017-06-29 11:45:45,FALSE,NA,"880391835482566657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaBourseEtLaVie",4,TRUE,FALSE,NA,NA
"130","Funny how the price climbs 200k + more for us and the bank doesn't give 100% loans, shitty rates etc. https://t.co/UqvKcQCcDW",FALSE,1,NA,2017-06-29 11:44:44,FALSE,NA,"880391579403505664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WayneHarper_",0,FALSE,FALSE,NA,NA
"131","RT @RV_ETBiz: Forget higher #inflation targets, how about lower ones - what #Fed #BankOfCanada appear to be managing to https://t.co/Umnt7w…",FALSE,0,NA,2017-06-29 11:44:43,FALSE,NA,"880391578157801472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RV_ETBiz",1,TRUE,FALSE,NA,NA
"132","Top bank's investment in FinTech 
https://t.co/ZeIMmSI2Jh",FALSE,1,NA,2017-06-29 11:44:21,FALSE,NA,"880391482942816257",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LadDave",0,FALSE,FALSE,NA,NA
"133","LONDON (Reuters) - The World Bank has launched a ""pandemic bond"" to support an emergency financing facility…… https://t.co/A8C5fECyAH",FALSE,0,NA,2017-06-29 11:44:13,TRUE,NA,"880391450101399552",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","WorldHealthNews",0,FALSE,FALSE,NA,NA
"134","Good for my bank account is good for me. Don't tell us what to do https://t.co/BnKQSQ36M7",FALSE,0,NA,2017-06-29 11:43:35,FALSE,NA,"880391291808485378",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kwakye_ade3f3",0,FALSE,FALSE,NA,NA
"135","RT @chiIIum: @johnpodesta @FoxBusiness @TheJusticeDept Links: https://t.co/J3RIlzMUeu",FALSE,0,NA,2017-06-29 11:43:31,FALSE,NA,"880391272963420161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Robert_Bayne",2,TRUE,FALSE,NA,NA
"136","RT @Khanoisseur: .@funder 8. Got all this?

What does Wilbur Ross (former vice-chair Bank of Cyprus) know of the dark foreign money pipelin…",FALSE,0,NA,2017-06-29 11:43:07,FALSE,NA,"880391173541699584",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","greenja",1399,TRUE,FALSE,NA,NA
"137","Delaware County Bank buyer hires Kemba, Huntington vet as small business leader https://t.co/E3G6Lzg11I",FALSE,0,NA,2017-06-29 11:43:05,FALSE,NA,"880391166839140352",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RLSmithBiz1st",0,FALSE,FALSE,NA,NA
"138","RT @chiIIum: @johnpodesta @FoxBusiness @TheJusticeDept Links: https://t.co/J3RIlzMUeu",FALSE,0,NA,2017-06-29 11:42:50,FALSE,NA,"880391102448230400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DawnSwe12515208",2,TRUE,FALSE,NA,NA
